Item ID, Profit, Weight
944,898,29
945,1077,33
946,1632,33
947,1280,31
948,665,50
949,911,33
950,144,26
951,1233,29
952,1635,34
953,252,31
954,366,37
955,110,29
956,1995,39
957,924,30
958,1181,28
959,1286,35
960,1291,26
961,724,28
962,1712,35
963,705,41
964,193,29
965,1037,36
966,1254,36
967,1566,21
968,839,37
969,110,33
970,778,27
971,1860,32
972,1052,47
973,426,33
974,1128,31
975,595,30
976,398,21
977,503,34
978,900,50
979,522,27
980,308,43
981,2380,35
982,798,43
983,1313,44
984,1056,35
985,1899,29
986,1092,44
987,650,33
988,1084,31
989,888,15
990,801,38
991,487,38
992,1157,27
993,1132,24
994,1500,25
995,1776,36
996,2131,50
997,898,38
998,1394,22
999,1642,36
1000,1222,26
1001,468,28
1002,729,35
1003,1688,39
1004,365,37
1005,110,29
1006,724,25
1007,1139,37
1008,1350,39
1009,984,24
1010,1768,29
1011,1149,17
1012,1043,35
1013,475,30
1014,1521,31
1015,1259,40
1016,916,35
1017,1425,34
1018,932,42
1019,370,31
1020,2052,32
1021,878,34
1022,355,36
1023,1558,33
1024,980,26
1025,839,45
1026,2070,21
1027,110,38
1028,123,36
1029,231,42
1030,1487,30
1031,2156,35
1032,1238,41
1033,1100,32
1034,924,27
1035,894,29
1036,529,32
1037,110,33
1038,1953,47
1039,1235,45
1040,1128,39
1041,579,37
1042,1215,34
1043,1235,32
1044,437,42
1045,1010,31
1046,110,40
1047,980,23
1048,584,47
1049,1344,30
1050,1196,44
1051,1660,15
1052,900,42
1053,450,30
1054,842,27
1055,1006,27
1056,1285,34
1057,110,15
1058,1192,27
1059,1685,47
1060,633,30
1061,1484,39
1062,1044,27
1063,1457,29
1064,571,48
1065,1019,23
1066,1155,36
1067,325,34
1068,1665,37
1069,1296,37
1070,2123,19
1071,795,41
1072,1219,34
1073,924,50
1074,585,39
1075,1075,49
1076,899,27
1077,1871,27
1078,1012,32
1079,884,34
1080,659,44
1081,1842,32
1082,2005,31
1083,916,28
1084,552,21
1085,905,37
1086,320,25
1087,654,48
1088,131,38
1089,677,35
1090,326,42
1091,527,26
1092,1552,30
1093,1501,23
1094,361,21
1095,110,15
1096,2208,48
1097,110,32
1098,623,15
1099,825,44
1100,1562,34
1101,760,25
1102,1135,41
1103,899,50
1104,1290,50
1105,1561,42
1106,972,23
1107,905,40
1108,834,34
1109,964,19
1110,1226,23
1111,1131,21
1112,1445,38
1113,1649,26
1114,1339,37
1115,413,31
1116,1606,24
1117,677,28
1118,1256,28
1119,380,28
1120,1418,31
1121,1027,31
1122,521,21
1123,838,38
1124,1908,27
1125,1454,24
1126,110,20
1127,1260,46
1128,736,46
1129,1789,25
1130,1466,41
1131,1230,32
1132,641,30
1133,982,21
1134,375,34
1135,851,44
1136,1685,31
1137,1875,33
1138,1052,45
1139,1714,15
1140,600,35
1141,661,46
1142,975,31
1143,661,20
1144,773,39
1145,467,34
1146,901,28
1147,873,42
1148,764,20
1149,1260,32
1150,721,33
1151,747,22
1152,1121,39
1153,989,21
1154,1399,30
1155,1256,15
1156,676,33
1157,730,16
1158,1492,32
1159,784,45
1160,1636,22
1161,1215,33
1162,1339,24
1163,680,24
1164,1932,33
1165,634,32
1166,820,35
1167,718,30
1168,110,42
1169,1066,34
1170,409,22
1171,389,19
1172,1495,15
1173,1039,48
1174,536,26
1175,1753,30
1176,1382,36
1177,224,35
1178,1019,31
1179,624,30
1180,1007,40
1181,1697,44
1182,901,30
1183,2290,36
1184,1055,33
1185,710,44
1186,1418,22
1187,596,22
1188,398,15
1189,972,17
1190,932,32
1191,212,33
1192,1568,30
1193,969,31
1194,976,32
1195,1117,15
1196,1351,39
1197,1007,32
1198,1907,25
1199,2094,19
1200,336,30
1201,588,46
1202,353,39
1203,781,31
1204,1365,26
1205,1256,41
1206,585,27
1207,939,31
1208,145,32
1209,1013,32
1210,1059,16
1211,786,41
1212,599,27
1213,1101,35
1214,714,41
1215,1046,29
1216,1250,40
1217,1174,27
1218,554,34
1219,1414,22
1220,1210,24
1221,429,28
1222,110,20
1223,1523,29
1224,1928,15
1225,1283,37
1226,1226,26
1227,654,38
1228,875,33
1229,880,24
1230,603,24
1231,1073,33
1232,1166,27
1233,1106,20
1234,870,36
1235,1302,26
1236,110,33
1237,1167,29
1238,1713,44
1239,1454,30
1240,929,28
1241,1196,21
1242,411,31
1243,811,30
1244,214,31
1245,1121,26
1246,737,25
1247,1222,31
1248,429,28
1249,505,39
1250,246,30
1251,1332,50
1252,664,32
1253,1185,34
1254,1340,27
1255,695,18
1256,1268,30
1257,1108,44
1258,1656,35
1259,1604,28
1260,2206,40
1261,1927,32
1262,110,35
1263,147,32
1264,1165,27
1265,125,15
1266,818,39
1267,1132,33
1268,1358,33
1269,1999,25
1270,494,23
1271,1761,32
1272,791,30
1273,635,25
1274,1630,29
1275,1180,32
1276,1564,43
1277,1194,33
1278,898,43
1279,814,46
1280,110,17
1281,1132,38
1282,606,37
1283,1207,29
1284,1734,29
1285,1151,42
1286,880,38
1287,206,30
1288,1403,36
1289,1192,39
1290,1113,24
1291,1013,28
1292,767,34
1293,2042,31
1294,1086,15
1295,355,26
1296,715,34
1297,1035,40
1298,403,38
1299,1534,33
1300,1373,41
1301,110,22
1302,410,30
1303,512,38
1304,966,15
1305,1622,27
1306,818,50
1307,1312,15
1308,193,26
1309,973,37
1310,934,35
1311,1422,25
1312,1556,27
1313,1050,50
1314,1299,21
1315,918,38
1316,411,28
1317,1016,26
1318,807,22
1319,581,41
1320,1744,27
1321,740,25
1322,1128,37
1323,1094,32
1324,394,23
1325,1579,46
1326,925,42
1327,1197,34
1328,694,22
1329,1216,38
1330,788,32
1331,1810,39
1332,1197,29
1333,611,28
1334,539,31
1335,110,40
1336,1701,30
1337,1388,42
1338,962,16
1339,1653,35
1340,860,39
1341,553,26
1342,663,29
1343,1335,29
1344,837,17
1345,1806,33
1346,478,29
1347,1401,44
1348,1512,30
1349,651,37
1350,678,15
1351,470,24
1352,1514,24
1353,1180,34
1354,770,21
1355,1103,35
1356,1750,29
1357,868,30
1358,110,23
1359,1419,43
1360,220,23
1361,1081,35
1362,643,22
1363,2090,32
1364,1199,24
1365,1335,35
1366,930,15
1367,110,31
1368,1045,40
1369,2061,32
1370,1859,33
1371,504,35
1372,2413,29
1373,1085,43
1374,802,45
1375,182,27
1376,571,27
1377,387,20
1378,1599,19
1379,774,20
1380,476,49
1381,1339,39
1382,382,46
1383,847,26
1384,1608,38
1385,110,33
1386,110,31
1387,168,18
1388,110,26
1389,120,48
1390,2265,20
1391,1426,28
1392,564,27
1393,2127,20
1394,296,30
1395,110,42
1396,392,20
1397,1221,39
1398,728,42
1399,1009,31
1400,539,40
1401,110,37
1402,1115,41
1403,1219,41
1404,671,28
1405,1650,29
1406,1108,34
1407,1593,41
1408,1229,35
1409,1775,33
1410,737,37
1411,1301,25
1412,919,50
1413,1234,25
1414,1421,23
1415,828,33
1416,544,50
1417,595,37
1418,232,22
1419,1675,38
1420,914,26
1421,1431,27
1422,1702,35
1423,1152,32
1424,110,23
1425,1661,29
1426,763,20
1427,1086,42
1428,600,27
1429,1130,36
1430,659,20
1431,1692,37
1432,706,34
1433,1051,34
1434,110,33
1435,1087,28
1436,674,42
1437,398,34
1438,1369,45
1439,1199,34
1440,1041,47
1441,110,31
1442,2028,32
1443,110,34
1444,1510,47
1445,619,50
1446,952,17
1447,1081,25
1448,1207,28
1449,559,35
1450,1280,26
1451,523,24
1452,736,22
1453,574,34
1454,815,27
1455,451,34
1456,1027,22
1457,1337,27
1458,548,35
1459,738,33
1460,990,35
1461,1388,22
1462,332,34
1463,110,27
1464,990,15
1465,110,24
1466,1194,34
1467,110,39
1468,1548,36
1469,722,47
1470,1004,41
1471,777,44
1472,842,29
1473,1498,37
1474,190,36
1475,570,37
1476,1213,50
1477,804,33
1478,985,40
1479,261,35
1480,1288,40
1481,979,15
1482,1045,27
1483,809,46
1484,784,28
1485,493,29
1486,931,32
1487,1948,41
1488,2212,30
1489,856,23
1490,992,28
1491,1092,28
1492,695,40
1493,1573,32
1494,1035,37
1495,869,36
1496,1659,47
1497,883,15
1498,1777,31
1499,365,31
1500,980,31
1501,788,29
1502,1825,38
1503,1302,18
1504,110,46
1505,779,23
1506,898,28
1507,996,44
1508,206,50
1509,1151,30
1510,1286,30
1511,566,36
1512,1609,32
1513,788,20
1514,1030,36
1515,2071,28
1516,110,41
1517,1036,26
1518,1967,34
1519,110,44
1520,1866,33
1521,291,33
1522,1352,30
1523,1461,38
1524,1243,44
1525,1180,39
1526,928,35
1527,1753,21
1528,807,20
1529,1669,27
1530,741,36
1531,1395,41
1532,110,39
1533,472,31
1534,771,22
1535,659,34
1536,555,25
1537,1061,41
1538,1041,41
1539,110,33
1540,642,27
1541,1593,36
1542,455,21
1543,628,34
1544,787,35
1545,110,40
1546,1378,42
1547,1271,25
1548,1113,23
1549,1167,26
1550,740,41
1551,1142,15
1552,1358,28
1553,876,37
1554,110,43
1555,963,24
1556,1629,29
1557,621,36
1558,707,18
1559,1261,20
1560,797,38
1561,1677,35
1562,1504,39
1563,976,42
1564,753,29
1565,540,29
1566,599,33
1567,563,29
1568,110,50
1569,629,32
1570,1256,18
1571,1488,30
1572,585,39
1573,859,37
1574,788,24
1575,1734,24
1576,1081,22
1577,1575,42
1578,1419,23
1579,1062,37
1580,223,22
1581,962,16
1582,1481,33
1583,533,42
1584,654,32
1585,1233,25
1586,1325,36
1587,987,28
1588,682,31
1589,580,33
1590,595,30
1591,1281,20
1592,566,21
1593,1612,46
1594,2155,25
1595,1296,31
1596,1353,31
1597,437,33
1598,1948,25
1599,601,38
1600,263,15
1601,742,44
1602,220,38
1603,1334,28
1604,603,32
1605,814,39
1606,874,25
1607,1357,28
1608,844,29
1609,357,24
1610,1238,25
1611,1507,19
1612,1189,28
1613,1241,29
1614,873,15
1615,1019,33
1616,787,44
1617,924,17
1618,1830,49
1619,240,27
1620,1095,15
1621,1533,17
1622,1107,30
1623,1001,34
1624,345,37
1625,619,33
1626,1091,20
1627,255,28
1628,1033,23
1629,1274,28
1630,1042,31
1631,1045,27
1632,1071,30
1633,581,29
1634,110,17
1635,110,42
1636,1149,40
1637,885,45
1638,909,39
1639,678,45
1640,1237,22
1641,1686,15
1642,1464,40
1643,881,33
1644,966,21
1645,463,28
1646,183,22
1647,682,40
1648,970,37
1649,946,39
1650,545,41
1651,758,18
1652,878,15
1653,1384,24
1654,1812,29
1655,1126,17
1656,1470,17
1657,116,32
1658,1668,22
1659,628,33
1660,975,20
1661,1206,34
1662,856,34
1663,1150,34
1664,1562,26
1665,944,42
1666,610,40
1667,1400,18
1668,773,35
1669,1256,36
1670,2330,25
1671,652,23
1672,1036,47
1673,751,23
1674,912,34
1675,1510,16
1676,1364,17
1677,1030,31
1678,496,24
1679,1271,28
1680,720,25
1681,1539,46
1682,1408,41
1683,1598,38
1684,780,37
1685,911,20
1686,1089,33
1687,1217,39
1688,191,41
1689,896,19
1690,1049,26
1691,790,19
1692,255,26
1693,728,30
1694,945,29
1695,678,24
1696,993,43
1697,1107,39
1698,110,50
1699,818,26
1700,2072,24
1701,1239,41
1702,541,42
1703,514,19
1704,345,15
1705,937,32
1706,922,41
1707,196,32
1708,1169,34
1709,996,46
1710,1033,39
1711,565,30
1712,1282,28
1713,728,31
1714,573,41
1715,740,42
1716,1083,32
1717,828,28
1718,1019,43
1719,612,32
1720,1189,30
1721,1323,38
1722,622,17
1723,1305,38
1724,597,42
1725,684,20
1726,1077,28
1727,1186,32
1728,263,21
1729,693,36
1730,110,35
1731,821,20
1732,1711,26
1733,947,50
1734,590,36
1735,982,28
1736,465,45
1737,1541,37
1738,1120,42
1739,617,15
1740,784,24
1741,899,38
1742,497,25
1743,1258,19
1744,476,17
1745,782,16
1746,498,18
1747,930,41
1748,973,37
1749,1314,37
1750,1421,38
1751,418,32
1752,898,28
1753,704,46
1754,597,33
1755,143,24
1756,750,17
1757,117,35
1758,1285,15
1759,110,26
1760,1806,33
1761,1501,19
1762,1135,37
1763,935,35
1764,563,20
1765,302,28
1766,639,37
1767,482,35
1768,709,32
1769,1176,29
1770,748,27
1771,658,16
1772,1702,44
1773,265,21
1774,584,30
1775,1798,41
1776,493,24
1777,1120,23
1778,280,45
1779,1288,39
1780,942,39
1781,1293,34
1782,954,32
1783,1065,36
1784,899,33
1785,762,34
1786,1226,24
1787,1179,15
1788,795,27
1789,1320,32
1790,164,29
1791,1668,26
1792,638,33
1793,233,35
1794,976,15
1795,1460,31
1796,1324,30
1797,418,31
1798,1873,23
1799,1066,37
1800,1955,33
1801,1574,27
1802,646,25
1803,457,29
1804,693,31
1805,1103,38
1806,1279,37
1807,1292,35
1808,1587,18
1809,882,20
1810,814,15
1811,476,35
1812,1064,15
1813,1147,21
1814,563,36
1815,1780,36
1816,908,21
1817,1925,36
1818,1924,23
1819,493,16
1820,1128,43
1821,285,24
1822,325,26
1823,527,36
1824,650,32
1825,1113,42
1826,849,37
1827,1155,20
1828,1394,41
1829,325,40
1830,900,40
1831,1350,25
1832,1047,32
1833,604,31
1834,110,15
1835,1047,33
1836,484,19
1837,370,36
1838,839,49
1839,881,36
1840,1087,38
1841,816,35
1842,1524,33
1843,1934,21
1844,110,15
1845,1309,29
1846,341,20
1847,533,36
1848,2126,41
1849,1732,46
1850,1100,41
1851,1133,15
1852,472,17
1853,526,34
1854,575,39
1855,2323,24
1856,1379,15
1857,773,37
1858,864,28
1859,1856,21
1860,1687,43
1861,1734,27
1862,1384,29
1863,934,41
1864,647,17
1865,691,27
1866,204,24
1867,292,40
1868,743,34
1869,1360,28
1870,582,28
1871,921,31
1872,933,26
1873,738,26
1874,472,42
1875,1520,26
1876,252,37
1877,601,30
1878,303,38
1879,1552,22
1880,1036,15
1881,868,24
1882,1425,27
1883,470,31
1884,384,36
1885,675,31
1886,890,20
1887,1993,44
1888,1526,32
1889,902,27
1890,883,33
1891,906,29
1892,263,37
1893,693,41
1894,1289,18
1895,1160,22
1896,288,33
1897,959,19
1898,815,28
1899,1233,27
1900,1119,15
1901,627,33
1902,647,23
1903,526,32
1904,909,29
1905,770,41
1906,598,23
1907,157,35
1908,1158,18
1909,2015,39
1910,1233,16
1911,1648,36
1912,1482,21
1913,1195,39
1914,1196,46
1915,579,33
1916,772,28
1917,1262,45
1918,221,36
1919,1210,33
1920,1677,26
1921,1073,36
1922,1297,46
1923,1492,32
1924,1297,31
1925,801,36
1926,2260,18
1927,277,40
1928,1680,33
1929,775,25
1930,157,36
1931,527,18
1932,709,35
1933,783,44
1934,842,39
1935,1060,50
1936,551,38
1937,766,15
1938,1387,18
1939,843,37
1940,952,44
1941,1512,20
1942,749,44
1943,960,41
1944,1524,49
1945,1413,15
1946,1029,40
1947,721,35
1948,620,28
1949,1545,30
1950,841,18
1951,1003,31
1952,1464,50
1953,1162,42
1954,492,30
1955,939,38
1956,1088,38
1957,1187,36
1958,475,30
1959,896,21
1960,1670,33
1961,1020,38
1962,1417,35
1963,1091,38
1964,659,24
1965,1065,35
1966,895,33
1967,518,50
1968,1435,31
1969,672,23
1970,533,33
1971,687,25
1972,999,15
1973,501,41
1974,1147,23
1975,1488,31
1976,1728,39
1977,1789,42
1978,1169,15
1979,1024,43
1980,493,28
1981,1813,15
1982,367,24
1983,145,18
1984,884,34
1985,1275,21
1986,738,45
1987,1277,36
1988,1067,37
1989,857,25
1990,1211,35
1991,1336,15
1992,1085,27
1993,319,42
1994,741,30
1995,1021,24
1996,881,18
1997,903,25
1998,862,50
1999,567,38
2000,859,32
2001,1904,28
